id,title,release_date,popularity,vote_average,vote_count,original_language,genre_ids,overview
11953,Kagemusha,1980-04-26,18.1398,7.8,731,ja,"[28, 18, 36, 10752]","Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord."
1228246,Five Nights at Freddy's 2,2025-12-03,23.581,6.665,911,en,"[27, 53]","One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror."
1669057,Check-In,2026-05-01,23.0208,5.0,2,tl,[18],"VMX hottest star Aliya Raymundo teams up with sexy siren Anya Austria as two receptionists in a cheap motel. Their quiet routine heats up with the arrival of a mysterious regular guest who begins to stir tension, desire, and conflict in their fragile relationship."
50619,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,22.0053,6.188,9244,en,"[12, 14, 10749]",Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.
39254,Real Steel,2011-09-28,24.6256,7.071,9052,en,"[28, 878, 18]","Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender."
1241982,Moana 2,2024-11-21,22.4075,6.999,3043,en,"[12, 16, 35, 10751, 14]","After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
1067515,The Boys Club,2021-11-13,8.6366,0.0,0,en,[],"A Malaysian female filmmaker dreamt of making the first feature documentary for theatrical release in her country. After four years of struggles, her film premiered with glowing reviews. But soon after, she lost her job. This documentary reveals her deeply personal and harrowing filmmaking journey of enduring sexual harassment, bullying, and misogyny."
1054867,One Battle After Another,2025-09-23,21.9018,7.365,3612,en,"[53, 80, 35]","Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past."
258216,Nymphomaniac: Vol. I,2013-12-25,24.1444,6.844,3630,en,[18],"A man named Seligman finds a fainted wounded woman in an alley and he brings her home. She tells him that her name is Joe and that she is nymphomaniac. Joe tells her life and sexual experiences with hundreds of men since she was a young teenager while Seligman tells about his hobbies, such as fly fishing, reading about Fibonacci numbers or listening to organ music."
1303055,A Breed Apart,2025-05-16,20.537,5.514,36,en,"[27, 9648, 28]","When Violet accepts an invitation to a private island with some of the world's most famous social influencers, she expects a weekend of unrivaled viral opportunity. She soon becomes part of her own horrific reality show when the guests are pitted against each other to capture the island's legendary man-eating dogs before they become victims of the monstrous canines."
402431,Wicked,2024-10-16,19.8393,6.908,2999,en,"[18, 10749, 14]","In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West."
269149,Zootopia,2016-02-11,22.5272,7.76,18007,en,"[16, 12, 10751, 35]","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery."
541671,Ballerina,2025-06-04,20.1086,7.23,2545,en,"[28, 53, 80]","Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma."
389,12 Angry Men,1957-04-10,20.6809,8.56,9941,en,[18],"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other."
687259,Ghost Stories,1982-01-01,19.6909,6.2,2,zh,[27],
829487,Je m'appelle Agneta,2026-04-28,20.7159,7.188,16,sv,"[35, 18, 10749]","Craving a fresh start, recently unemployed Agneta accepts an au pair gig in Provence that turns into an indulgent escape — and an unexpected awakening."
950387,A Minecraft Movie,2025-03-31,22.1478,6.259,2956,en,"[10751, 14, 35, 12]","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve."
80175,Entre sábanas,2008-04-04,31.3062,4.7,13,es,"[18, 10749]","A woman takes a man she just met at a nightclub to a hotel, so they can have a one-night stand, but things start to get complicated when he asks her to spend the night with him so they can have a chance to know about each other between the sheets."
1173476,Michael Jackson: Faking It,2023-09-10,24.8319,5.2,2,en,"[99, 80]","Before his death in 2009, Michael Jackson was the biggest pop star on the planet. But his private life was marred by allegations of child sex abuse. Experts in body language, speech and forensic psychology explore whether he was ""faking it"" on camera."
348,Alien,1979-05-25,21.7551,8.17,16287,en,"[27, 878]","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
1156594,Our Fault,2025-10-15,24.44,7.352,651,es,"[10749, 18]","Jenna and Lion's wedding brings about the long-awaited reunion between Noah and Nick after their breakup. Nick's inability to forgive Noah stands as an insurmountable barrier. He, heir to his grandfather's businesses, and she, starting her professional life, resist fueling a flame that's still alive. But now that their paths have crossed again, will love be stronger than resentment?"
1726,Iron Man,2008-04-30,21.0168,7.657,28041,en,"[28, 878, 12]","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
462183,Wild Awakening,2016-10-23,17.0087,5.295,22,es,"[18, 10749, 53]","Toni and Emma are brother and sister who owns a stable farm. Ramon and his son, Aaron works for them. Toni is openly gay and loves to party, Emma has a crush on Aaron who is a closeted gay who is afraid that his father might find out, but his father also has a secret."
1088434,Hellfire,2026-02-05,27.7425,6.662,77,en,"[28, 53]",A drifter with a mysterious past arrives in a small town and finds the residents in the grip of a ruthless crime boss and realizes he has to help them.
1159831,The Bride!,2026-03-04,20.4454,6.226,391,en,"[878, 27, 14]",A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.
1049471,Outcome,2026-04-06,23.5729,5.28,173,en,"[35, 18]","Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled."
969681,Spider-Man: Brand New Day,2026-07-29,22.633,0.0,0,en,"[878, 28, 12]","Four years have passed since the events of No Way Home, and Peter is now an adult living entirely alone, having voluntarily erased himself from the lives and memories of those he loves. Crime-fighting in a New York that no longer knows his name, he's devoted himself entirely to protecting his city — a full-time Spider-Man — but as the demands on him intensify, the pressure sparks a surprising physical evolution that threatens his existence, even as a strange new pattern of crimes gives rise to one of the most powerful threats he has ever faced."
346698,Barbie,2023-07-19,21.3506,6.926,11035,en,"[35, 12, 14]","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans."
693134,Dune: Part Two,2024-02-27,20.6925,8.125,7873,en,"[878, 12]","Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee."
329505,Lola's Secret,1984-05-04,18.9622,7.0,71,it,"[18, 35, 27]",Young man has his dreams come true when the sexy new maid seduces him. But she also has a secret that leads to trouble.
38,Eternal Sunshine of the Spotless Mind,2004-03-19,19.9881,8.1,16273,en,"[878, 18, 10749]","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake."
1339713,Obsession,2026-04-16,22.6862,6.375,8,en,[27],"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price."
1387382,Hunting Season,2025-12-05,22.8319,6.873,201,en,"[28, 18, 53]","When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive."
12153,White Chicks,2004-06-23,21.6756,6.931,4493,en,"[35, 80]","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich European-American women."
1358280,Taboo: Family Secrets,2024-10-22,21.8844,5.7,7,en,"[10749, 18, 53]","A family is fractured by Lukas, the patriarch, and his ongoing infidelities. When the son Tyler comes home for a visit, a taboo passion between him and his stepmother Amanda blossoms, changing the family dynamics forever. The allegiances and expectations shift radically as the truth is revealed."
150540,Inside Out,2015-06-17,21.4493,7.91,23389,en,"[16, 10751, 12, 18, 35]","When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home."
939243,Sonic the Hedgehog 3,2024-12-19,21.5373,7.61,3244,en,"[28, 878, 35, 10751]","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet."
1087192,How to Train Your Dragon,2025-06-06,20.8333,7.922,2758,en,"[14, 10751, 28, 12]","On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society."
1223601,Sisu: Road to Revenge,2025-10-21,22.1584,7.317,724,fi,"[28, 10752, 53]","Returning to the house where his family was brutally murdered during the war, ""the man who refuses to die"" dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues."
69857,The Last Mile,1932-08-17,15.4714,5.833,15,en,[18],"Richard Walters is condemned to death for a murder he claims not to have committed. He arrives on death row just before a brutal inmate leads the other convicts in a violent uprising. Walters gets caught up in the riot, while on the outside his friends are trying to find evidence of his innocence."
991494,The SpongeBob Movie: Search for SquarePants,2025-12-16,22.1969,6.8,276,en,"[12, 16, 35, 10751, 14]","Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before."
99861,Avengers: Age of Ultron,2015-04-22,20.2663,7.27,24348,en,"[28, 12, 878]","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure."
324857,Spider-Man: Into the Spider-Verse,2018-12-06,19.1123,8.393,17146,en,"[16, 28, 12, 878]","Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension."
335984,Blade Runner 2049,2017-10-04,18.5327,7.591,15057,en,"[878, 18]","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."
269955,Obsessed,2014-05-14,24.2986,6.681,80,ko,[18],"A secret, passionate affair happens in the summer of 1969 between Colonel Jin Pyeong, trapped in a loveless marriage with Soo Jin, and Jong Ga Heun, the Chinese-Korean wife of Captain Kyung Woo Jin."
315635,Spider-Man: Homecoming,2017-07-05,21.0692,7.331,23095,en,"[28, 12, 878]","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."
22512,"Sex, Shame & Tears",1999-06-18,20.0872,6.592,146,es,"[35, 18, 10749]","A comedic drama featuring two couples and two old friends in Mexico City. Tomas visits Carlos and Ana, while Miguel and Andrea are joined by Maria. The presence of guests triggers lust, rejection, infidelities, reconciliation and other consequences."
198663,The Maze Runner,2014-09-10,20.06,7.189,18047,en,"[28, 9648, 878, 53]","A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement."
1480387,undertone,2026-03-12,20.3179,6.4,133,en,"[27, 9648]",The host of a popular paranormal podcast becomes haunted by terrifying recordings mysteriously sent her way.
105,Back to the Future,1985-07-03,18.4649,8.326,21713,en,"[12, 35, 878]","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985."
414906,The Batman,2022-03-01,19.4971,7.66,11860,en,"[80, 9648, 53]","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler."
8587,The Lion King,1994-06-15,19.8921,8.253,19621,en,"[16, 10751, 18]","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life."
623983,Michael Jackson: Chase the Truth,2019-08-13,20.7204,7.038,26,en,[99],"Taking an investigative look into the legal battles of the global superstar. Close friends, former staff and researchers paint an intimate portrait of Jackson's complicated world and put allegations of sexual abuse under the microscope. The film defends American singer Michael Jackson against allegations of child sexual abuse made in the documentary Leaving Neverland."
1209511,Love Insurance Kompany,2026-04-10,22.5614,5.5,4,ta,"[10749, 878, 35]","In 2040, an app premised on ensuring romance for all is used widely by the population. When the voice behind the app's AI realizes its misconception to true love, he embarks on a quest to prove that love does not come from a screen."
62177,Brave,2012-06-21,20.2671,7.022,14115,en,"[16, 10751, 14, 12]","In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall."
76341,Mad Max: Fury Road,2015-05-13,17.0661,7.632,24001,en,"[28, 12, 878]","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
76341,Mad Max: Fury Road,2015-05-13,17.0661,7.632,24000,en,"[28, 12, 878]","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
111,Scarface,1983-12-09,19.4159,8.156,12958,en,"[28, 80, 18]","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall."
354912,Coco,2017-10-27,19.3085,8.196,20890,en,"[10751, 16, 10402, 12]","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
1424965,Ice Skater,2026-05-28,20.8713,0.0,0,en,"[18, 53]","A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive."
1119449,"Good Luck, Have Fun, Don't Die",2026-02-13,19.1106,6.915,417,en,"[878, 28, 35]",A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.
585,"Monsters, Inc.",2001-11-01,19.9721,7.848,19694,en,"[16, 35, 10751]","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home."
333339,Ready Player One,2018-03-28,17.007,7.583,16821,en,"[12, 28, 878]","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune."
4935,Howl's Moving Castle,2004-09-09,19.6556,8.386,11013,ja,"[14, 16, 12]","Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king."
7131,Van Helsing,2004-05-03,20.7626,6.402,6602,en,"[27, 12, 28]",Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.
11324,Shutter Island,2010-02-14,19.6868,8.198,25748,en,"[18, 53, 9648]","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor."
244786,Whiplash,2014-10-10,19.2911,8.374,16558,en,"[18, 10402, 53]","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity."
1175942,The Bad Guys 2,2025-07-24,20.0333,7.648,762,en,"[10751, 35, 80, 12, 16]","The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls."
20222,Sex with Love,2003-03-27,17.8999,6.533,242,es,"[35, 10749]","In Santiago, Chile, the schoolteacher Luisa proposes a debate about sex with the parents of her students with the intention of giving classes about sex education to the youngsters."
557,Spider-Man,2002-05-01,19.0525,7.325,20572,en,"[28, 878]","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man."
1078605,Weapons,2025-08-04,20.6846,7.252,3318,en,"[27, 9648]","When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance."
603692,John Wick: Chapter 4,2023-03-21,18.5016,7.706,7869,en,"[28, 53, 80]","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
218,The Terminator,1984-10-26,16.6287,7.679,14523,en,"[28, 53, 878]","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
1062722,Frankenstein,2025-10-17,19.8754,7.643,3394,en,"[18, 14, 27]","Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation."
77338,The Intouchables,2011-11-02,17.961,8.269,18362,fr,"[18, 35]",A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
12,Finding Nemo,2003-05-30,17.3605,7.818,20483,en,"[16, 10751, 12]","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way."
109445,Frozen,2013-11-20,17.6988,7.247,17523,en,"[16, 10751, 12, 14]","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means."
101,Léon: The Professional,1994-09-14,20.0976,8.295,16035,fr,"[80, 18, 28]","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps."
1317920,The Red Envelope,2025-03-20,20.3246,7.267,15,th,[35],"After a supernatural marriage binds them for life, thief-turned-informant Menn and his ghost husband Titi set out to solve the mystery of Titi's death."
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,18.4659,7.734,20296,en,"[12, 14]","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
1197306,A Working Man,2025-03-26,16.6737,6.674,1873,en,"[28, 80, 53]","Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined."
98,Gladiator,2000-05-04,17.6574,8.225,20805,en,"[28, 18, 12]","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences."
552524,Lilo & Stitch,2025-05-17,16.8552,7.2,2130,en,"[10751, 878, 35]",The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.
767,Harry Potter and the Half-Blood Prince,2009-07-15,17.5318,7.68,20702,en,"[12, 14]","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again."
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,16.5708,7.332,15297,en,"[28, 12, 14]","Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."
575265,Mission: Impossible - The Final Reckoning,2025-05-17,25.5971,7.157,2756,en,"[28, 53, 12]","Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever."
10681,WALL·E,2008-06-22,19.3769,8.11,20184,en,"[16, 10751, 878]","After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen."
453395,Doctor Strange in the Multiverse of Madness,2022-05-04,17.8868,7.226,10266,en,"[14, 28, 12]","Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary."
744,Top Gun,1986-05-16,19.5271,7.1,9501,en,"[28, 18, 10749]","For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot."
384527,Dolce... calda Lisa,1980-03-28,19.619,4.923,13,it,[18],"80's Italian sleaze with the luscious Claudia Rocchi, Italian porno regular Guia Lauri Filzi, and softcore actress Annj Goren.  The film is about Lisa, a young pretty wife stuck with an older husband who cannot satisfy her sexually nor in other ways.  She becomes bored with her everyday life and cheats on her husband sleeping with another older man.  Still not satisfied she hooks up with a rich man (Enzo Fisichella) who introduces her to a young stud (Mario Cutini) and his two lesbian playmates (Guia Lauri Filzi and Annj Goren). At the party Lisa is taken by the young man while the others watch. This seems to do the trick for Lisa. Her curiosity for the young man deepens and she wants to see him again. However, it turns out that he is a very rude partner instead of the gentle lover that she wanted.  Shot in Rome, Italy."
280,Terminator 2: Judgment Day,1991-07-03,18.3855,8.146,14202,en,"[28, 53, 878]","Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse."
111,Scarface,1983-12-09,19.4159,8.2,12959,en,"[28, 80, 18]","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall."
338803,The Treacherous,2015-05-21,20.9242,6.094,90,ko,"[18, 36, 80]","The story of Joseon's tyrant king Yeonsan who exploits the populace for his own carnal pleasures, his seemingly loyal retainer who controls him and all court dealings, and a woman who seeks vengeance."
574475,Final Destination Bloodlines,2025-05-14,17.8389,7.044,2806,en,"[27, 9648]","Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all."
475557,Joker,2019-10-01,16.6538,8.1,27631,en,"[80, 53, 18]","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,17.5553,7.821,22138,en,"[12, 14, 28]","When wily pirate Captain Barbossa seizes Jack Sparrow’s beloved ship, the Black Pearl, and kidnaps the governor’s daughter, Elizabeth Swann, blacksmith Will Turner reluctantly teams up with the unpredictable pirate Jack to rescue her—only to uncover a terrifying curse that turns Barbossa’s crew into the undead."
1450527,Forbidden Fruits,2026-03-26,16.1937,6.7,40,en,"[27, 35]","Free Eden employee Apple secretly runs a witchy femme cult in the basement of the mall store after hours - with fellow fruits Cherry and Fig. But when new hire Pumpkin challenges their performative sisterhood, the women are forced to face their own poisons or succumb to a bloody fate."
